mIoU,edge_precision,edge_recall,edge_f1,type_accuracy,ged,frobenius,frob_normalized,n_rooms_pred,n_rooms_gt,n_edges_pred,n_edges_gt,ged_std,ged_n_valid,ged_n_total
0.9973711725749904,0.4052255940786911,0.7026390728476821,0.5105864433190495,0.629888936501753,9.963869931754315,3.682832294507207,0.4263273081417997,8.18854694195559,8.528243085313596,12.891702376314765,7.465913517724971,5.267493261369915,2491,2567
